window_start,1-0,1-1,2-0,3-0,3-1
2016-10-14 06:40:00,20,57,47,78,54
2016-10-14 07:00:00,23,72,87,93,73
2016-10-14 07:20:00,28,78,96,126,71
2016-10-14 07:40:00,30,120,108,152,77
2016-10-14 08:00:00,34,108,112,158,99
2016-10-14 08:20:00,59,107,132,180,134
2016-10-14 08:40:00,46,108,141,146,127
2016-10-14 09:00:00,44,126,105,161,125
2016-10-14 09:20:00,48,111,117,140,100
2016-10-14 09:40:00,45,152,77,129,105
2016-10-14 10:00:00,53,89,121,132,92
2016-10-14 10:20:00,47,137,83,140,85
2016-10-14 10:40:00,43,94,76,133,76
2016-10-14 11:00:00,43,91,76,124,77
2016-10-14 11:20:00,41,98,66,97,89
2016-10-14 11:40:00,41,89,61,93,85
2016-10-14 12:00:00,24,103,65,99,95
2016-10-14 12:20:00,42,93,86,95,107
2016-10-14 12:40:00,54,88,93,105,94
2016-10-14 13:00:00,58,99,80,124,141
2016-10-14 13:20:00,53,111,83,108,129
2016-10-14 13:40:00,44,108,102,111,123
2016-10-14 14:00:00,66,122,97,121,121
2016-10-14 14:20:00,66,101,101,94,116
2016-10-14 14:40:00,50,100,82,130,113
2016-10-14 15:00:00,76,117,81,140,100
2016-10-14 15:20:00,66,116,104,138,106
2016-10-14 15:40:00,70,116,94,137,109
2016-10-14 16:00:00,63,105,102,139,115
2016-10-14 16:20:00,71,125,94,135,89
2016-10-14 16:40:00,62,114,87,148,103
2016-10-14 17:00:00,44,122,83,146,112
2016-10-14 17:20:00,47,132,98,122,107
2016-10-14 17:40:00,39,135,79,112,128
2016-10-14 18:00:00,35,89,71,74,125
2016-10-14 18:20:00,30,85,89,68,67
2016-10-14 18:40:00,43,84,69,57,38
2016-10-14 19:00:00,43,58,53,65,54
2016-10-14 19:20:00,36,64,52,79,51
2016-10-14 19:40:00,30,59,49,57,52
2016-10-14 20:00:00,32,55,48,53,51
2016-10-14 20:20:00,21,47,35,47,44
2016-10-14 20:40:00,29,50,38,53,50
2016-10-14 21:00:00,15,37,24,40,43
2016-10-14 21:20:00,18,31,29,31,44
2016-10-14 21:40:00,14,39,37,35,39
2016-10-14 22:00:00,13,20,25,37,27
2016-10-14 22:20:00,15,32,24,22,37
2016-10-14 22:40:00,10,29,21,20,29
2016-10-14 23:00:00,8,12,8,19,19
2016-10-14 23:20:00,14,22,12,16,26
2016-10-14 23:40:00,5,13,7,8,12
2016-10-15 00:00:00,8,127,3,14,171
2016-10-15 00:20:00,9,92,2,17,100
2016-10-15 00:40:00,10,60,1,16,83
2016-10-15 01:00:00,9,13,1,24,11
2016-10-15 01:20:00,8,11,1,22,7
2016-10-15 01:40:00,9,11,2,12,7
2016-10-15 02:00:00,11,8,0,13,6
2016-10-15 02:20:00,8,4,1,21,7
2016-10-15 02:40:00,5,12,0,11,5
2016-10-15 03:00:00,6,10,1,10,5
2016-10-15 03:20:00,9,9,0,15,5
2016-10-15 03:40:00,9,16,0,12,4
2016-10-15 04:00:00,9,13,0,14,5
2016-10-15 04:20:00,9,23,1,12,6
2016-10-15 04:40:00,11,23,1,17,6
2016-10-15 05:00:00,10,24,17,18,13
2016-10-15 05:20:00,7,28,21,10,12
2016-10-15 05:40:00,9,37,14,22,20
2016-10-15 06:00:00,10,43,21,19,16
2016-10-15 06:20:00,19,44,13,42,39
2016-10-15 06:40:00,31,59,0,80,63
2016-10-15 07:00:00,39,49,0,103,59
2016-10-15 07:20:00,53,75,50,107,62
2016-10-15 07:40:00,46,72,81,92,77
2016-10-15 08:00:00,44,73,101,105,80
2016-10-15 08:20:00,47,103,118,97,80
2016-10-15 08:40:00,55,123,103,128,121
2016-10-15 09:00:00,70,110,108,127,90
2016-10-15 09:20:00,72,103,124,115,97
2016-10-15 09:40:00,55,121,95,121,105
2016-10-15 10:00:00,60,114,111,119,97
2016-10-15 10:20:00,65,105,111,135,91
2016-10-15 10:40:00,54,104,101,94,107
2016-10-15 11:00:00,59,101,77,122,84
2016-10-15 11:20:00,44,91,76,103,94
2016-10-15 11:40:00,45,91,58,109,81
2016-10-15 12:00:00,43,72,62,89,103
2016-10-15 12:20:00,48,87,85,104,84
2016-10-15 12:40:00,41,86,78,102,76
2016-10-15 13:00:00,63,87,85,110,115
2016-10-15 13:20:00,41,87,90,128,117
2016-10-15 13:40:00,35,107,93,135,109
2016-10-15 14:00:00,56,108,79,108,104
2016-10-15 14:20:00,69,100,88,114,97
2016-10-15 14:40:00,64,93,60,118,103
2016-10-15 15:00:00,37,108,72,109,119
2016-10-15 15:20:00,59,85,82,159,101
2016-10-15 15:40:00,57,96,88,127,106
2016-10-15 16:00:00,57,92,85,137,90
2016-10-15 16:20:00,66,89,79,125,95
2016-10-15 16:40:00,64,93,91,124,89
2016-10-15 17:00:00,66,85,72,105,104
2016-10-15 17:20:00,55,94,84,127,87
2016-10-15 17:40:00,32,90,50,104,87
2016-10-15 18:00:00,33,67,41,82,92
2016-10-15 18:20:00,30,71,35,70,85
2016-10-15 18:40:00,29,61,37,62,82
2016-10-15 19:00:00,20,46,40,64,83
2016-10-15 19:20:00,20,55,37,67,49
2016-10-15 19:40:00,26,48,34,73,63
2016-10-15 20:00:00,22,44,36,55,73
2016-10-15 20:20:00,17,38,50,48,55
2016-10-15 20:40:00,23,40,32,53,54
2016-10-15 21:00:00,21,34,26,45,43
2016-10-15 21:20:00,18,28,21,42,36
2016-10-15 21:40:00,20,28,26,31,30
2016-10-15 22:00:00,16,25,16,22,24
2016-10-15 22:20:00,17,21,10,22,23
2016-10-15 22:40:00,4,21,11,20,22
2016-10-15 23:00:00,15,20,6,9,15
2016-10-15 23:20:00,5,13,8,9,31
2016-10-15 23:40:00,9,15,7,13,9
2016-10-16 00:00:00,10,107,2,24,135
2016-10-16 00:20:00,9,68,0,18,109
2016-10-16 00:40:00,8,35,1,20,87
2016-10-16 01:00:00,7,4,1,19,9
2016-10-16 01:20:00,10,10,2,19,5
2016-10-16 01:40:00,4,11,0,17,7
2016-10-16 02:00:00,6,7,0,10,4
2016-10-16 02:20:00,6,6,0,12,8
2016-10-16 02:40:00,2,8,0,19,7
2016-10-16 03:00:00,6,7,0,9,8
2016-10-16 03:20:00,5,15,0,14,4
2016-10-16 03:40:00,9,15,1,12,5
2016-10-16 04:00:00,9,17,0,11,3
2016-10-16 04:20:00,11,14,0,14,5
2016-10-16 04:40:00,16,22,0,17,7
2016-10-16 05:00:00,4,32,17,8,13
2016-10-16 05:20:00,3,33,9,13,15
2016-10-16 05:40:00,7,37,20,12,17
2016-10-16 06:00:00,6,37,12,28,24
2016-10-16 06:20:00,7,32,34,39,44
2016-10-16 06:40:00,10,58,34,62,37
2016-10-16 07:00:00,19,36,40,65,40
2016-10-16 07:20:00,28,50,69,78,50
2016-10-16 07:40:00,53,39,58,74,65
2016-10-16 08:00:00,29,47,81,85,85
2016-10-16 08:20:00,44,72,92,114,80
2016-10-16 08:40:00,35,67,99,102,86
2016-10-16 09:00:00,51,100,95,105,107
2016-10-16 09:20:00,47,108,107,94,90
2016-10-16 09:40:00,48,108,87,72,98
2016-10-16 10:00:00,38,88,90,102,107
2016-10-16 10:20:00,60,107,75,69,135
2016-10-16 10:40:00,52,102,97,68,110
2016-10-16 11:00:00,50,96,67,53,81
2016-10-16 11:20:00,43,99,80,58,98
2016-10-16 11:40:00,26,77,57,93,64
2016-10-16 12:00:00,53,94,68,96,110
2016-10-16 12:20:00,48,73,68,92,96
2016-10-16 12:40:00,50,89,63,104,115
2016-10-16 13:00:00,61,108,79,114,136
2016-10-16 13:20:00,49,104,61,120,125
2016-10-16 13:40:00,48,105,90,126,146
2016-10-16 14:00:00,51,112,66,126,143
2016-10-16 14:20:00,62,108,81,125,133
2016-10-16 14:40:00,58,97,63,143,147
2016-10-16 15:00:00,58,119,78,138,140
2016-10-16 15:20:00,65,118,86,109,134
2016-10-16 15:40:00,78,99,69,109,135
2016-10-16 16:00:00,69,135,84,144,144
2016-10-16 16:20:00,65,111,98,127,126
2016-10-16 16:40:00,69,105,71,133,105
2016-10-16 17:00:00,70,98,82,132,100
2016-10-16 17:20:00,59,134,65,116,108
2016-10-16 17:40:00,37,111,74,120,100
2016-10-16 18:00:00,39,76,46,105,88
2016-10-16 18:20:00,41,77,54,93,109
2016-10-16 18:40:00,38,56,32,80,82
2016-10-16 19:00:00,33,63,44,81,74
2016-10-16 19:20:00,30,64,35,74,87
2016-10-16 19:40:00,34,64,38,76,84
2016-10-16 20:00:00,32,58,31,59,66
2016-10-16 20:20:00,34,53,46,56,58
2016-10-16 20:40:00,21,52,33,50,67
2016-10-16 21:00:00,24,34,22,42,21
2016-10-16 21:20:00,30,45,23,39,41
2016-10-16 21:40:00,15,27,21,32,32
2016-10-16 22:00:00,18,17,14,31,21
2016-10-16 22:20:00,7,16,11,26,22
2016-10-16 22:40:00,3,27,6,16,21
2016-10-16 23:00:00,9,15,4,17,12
2016-10-16 23:20:00,5,21,6,21,12
2016-10-16 23:40:00,5,16,4,17,11
2016-10-17 00:00:00,13,139,3,17,143
2016-10-17 00:20:00,12,55,1,21,107
2016-10-17 00:40:00,7,33,4,18,88
2016-10-17 01:00:00,6,7,2,23,10
2016-10-17 01:20:00,11,7,1,19,10
2016-10-17 01:40:00,5,10,0,10,4
2016-10-17 02:00:00,4,5,3,11,5
2016-10-17 02:20:00,6,9,0,14,3
2016-10-17 02:40:00,7,6,1,13,1
2016-10-17 03:00:00,7,6,0,16,8
2016-10-17 03:20:00,10,11,0,15,1
2016-10-17 03:40:00,7,21,0,7,7
2016-10-17 04:00:00,14,13,0,15,7
2016-10-17 04:20:00,12,20,0,12,5
2016-10-17 04:40:00,17,26,0,11,6
2016-10-17 05:00:00,2,27,14,14,6
2016-10-17 05:20:00,5,32,19,15,10
2016-10-17 05:40:00,7,38,23,23,15
2016-10-17 06:00:00,13,45,31,40,32
2016-10-17 06:20:00,18,68,45,59,41
2016-10-17 06:40:00,19,73,52,95,49
2016-10-17 07:00:00,45,106,84,145,87
2016-10-17 07:20:00,44,120,125,162,111
2016-10-17 07:40:00,56,130,119,165,104
2016-10-17 08:00:00,50,132,130,175,123
2016-10-17 08:20:00,46,140,133,182,147
2016-10-17 08:40:00,56,141,109,180,150
2016-10-17 09:00:00,43,161,114,138,136
2016-10-17 09:20:00,54,120,102,150,137
2016-10-17 09:40:00,41,121,91,117,106
2016-10-17 10:00:00,46,101,65,127,78
2016-10-17 10:20:00,57,101,65,108,77
2016-10-17 10:40:00,38,90,58,86,84
2016-10-17 11:00:00,29,62,63,102,79
2016-10-17 11:20:00,39,73,54,89,79
2016-10-17 11:40:00,33,107,50,88,71
2016-10-17 12:00:00,32,87,66,89,77
2016-10-17 12:20:00,47,87,54,78,75
2016-10-17 12:40:00,44,87,70,90,111
2016-10-17 13:00:00,35,88,62,108,127
2016-10-17 13:20:00,51,100,71,93,91
2016-10-17 13:40:00,59,85,66,95,73
2016-10-17 14:00:00,41,87,82,114,75
2016-10-17 14:20:00,47,93,72,118,83
2016-10-17 14:40:00,52,109,56,85,100
2016-10-17 15:00:00,46,99,53,117,93
2016-10-17 15:20:00,47,92,84,105,122
2016-10-17 15:40:00,35,89,76,108,90
2016-10-17 16:00:00,63,101,68,114,91
2016-10-17 16:20:00,56,108,92,112,94
2016-10-17 16:40:00,42,104,72,96,90
2016-10-17 17:00:00,43,112,86,140,80
2016-10-17 17:20:00,34,126,83,132,82
2016-10-17 17:40:00,25,130,58,113,84
2016-10-17 18:00:00,22,52,56,90,79
2016-10-17 18:20:00,24,84,53,93,86
2016-10-17 18:40:00,14,49,53,65,80
2016-10-17 19:00:00,26,39,38,51,54
2016-10-17 19:20:00,15,46,48,46,47
2016-10-17 19:40:00,16,33,26,53,54
2016-10-17 20:00:00,11,33,29,46,51
2016-10-17 20:20:00,17,33,33,45,25
2016-10-17 20:40:00,19,33,26,39,43
2016-10-17 21:00:00,17,24,28,37,23
2016-10-17 21:20:00,11,24,20,31,25
2016-10-17 21:40:00,18,31,17,26,22
2016-10-17 22:00:00,12,15,21,17,16
2016-10-17 22:20:00,10,18,21,20,18
2016-10-17 22:40:00,4,19,23,19,28
2016-10-17 23:00:00,1,11,9,2,9
2016-10-17 23:20:00,6,13,10,8,12
2016-10-17 23:40:00,2,10,18,15,22
